,st_cty_code,county,state,cases
1673,30101,Toole County,MT,0
1674,30103,Treasure County,MT,0
1675,30105,Valley County,MT,0
1676,30107,Wheatland County,MT,0
1677,30109,Wibaux County,MT,0
1678,30111,Yellowstone County,MT,1
1679,30999,Montana,MT,0
1680,3101,Adams County,NE,1
1681,3103,Antelope County,NE,0
1682,3105,Arthur County,NE,0
1683,3107,Banner County,NE,0
1684,3109,Blaine County,NE,0
1685,3111,Boone County,NE,0
1686,3113,Box Butte County,NE,0
1687,3115,Boyd County,NE,0
1688,3117,Brown County,NE,0
1689,3119,Buffalo County,NE,0
1690,3121,Burt County,NE,0
1691,3123,Butler County,NE,0
1692,3125,Cass County,NE,0
1693,3127,Cedar County,NE,0
1694,3129,Chase County,NE,0
1695,3131,Cherry County,NE,0
1696,3133,Cheyenne County,NE,0
1697,3135,Clay County,NE,0
1698,3137,Colfax County,NE,0
1699,3139,Cuming County,NE,0
1700,3141,Custer County,NE,0
1701,3143,Dakota County,NE,1
1702,3145,Dawes County,NE,0
1703,3147,Dawson County,NE,0
1704,3149,Deuel County,NE,0
1705,3151,Dixon County,NE,0
1706,3153,Dodge County,NE,0
1707,3155,Douglas County,NE,2
1708,3157,Dundy County,NE,0
1709,3159,Fillmore County,NE,0
1710,3161,Franklin County,NE,0
1711,3163,Frontier County,NE,0
1712,3165,Furnas County,NE,0
1713,3167,Gage County,NE,0
1714,3169,Garden County,NE,0
1715,3171,Garfield County,NE,0
1716,3173,Gosper County,NE,0
1717,3175,Grant County,NE,0
1718,3177,Greeley County,NE,0
1719,3179,Hall County,NE,0
1720,3181,Hamilton County,NE,0
1721,3183,Harlan County,NE,0
1722,3185,Hayes County,NE,0
1723,3187,Hitchcock County,NE,0
1724,3189,Holt County,NE,0
1725,3191,Hooker County,NE,0
1726,3193,Howard County,NE,0
1727,3195,Jefferson County,NE,0
1728,3197,Johnson County,NE,0
1729,3199,Kearney County,NE,0
1730,31101,Keith County,NE,0
1731,31103,Keya Paha County,NE,0
1732,31105,Kimball County,NE,0
1733,31107,Knox County,NE,0
1734,31109,Lancaster County,NE,6
1735,31111,Lincoln County,NE,0
1736,31113,Logan County,NE,0
1737,31115,Loup County,NE,0
1738,31117,McPherson County,NE,0
1739,31119,Madison County,NE,0
1740,31121,Merrick County,NE,0
1741,31123,Morrill County,NE,0
1742,31125,Nance County,NE,0
1743,31127,Nemaha County,NE,0
1744,31129,Nuckolls County,NE,0
1745,31131,Otoe County,NE,1
1746,31133,Pawnee County,NE,0
1747,31135,Perkins County,NE,0
1748,31137,Phelps County,NE,0
1749,31139,Pierce County,NE,0
1750,31141,Platte County,NE,0
1751,31143,Polk County,NE,0
1752,31145,Red Willow County,NE,0
1753,31147,Richardson County,NE,0
1754,31149,Rock County,NE,0
1755,31151,Saline County,NE,0
1756,31153,Sarpy County,NE,3
1757,31155,Saunders County,NE,0
1758,31157,Scotts Bluff County,NE,0
1759,31159,Seward County,NE,0
1760,31161,Sheridan County,NE,1
1761,31163,Sherman County,NE,0
1762,31165,Sioux County,NE,0
1763,31167,Stanton County,NE,0
1764,31169,Thayer County,NE,0
1765,31171,Thomas County,NE,0
1766,31173,Thurston County,NE,0
1767,31175,Valley County,NE,0
1768,31177,Washington County,NE,0
1769,31179,Wayne County,NE,0
1770,31181,Webster County,NE,0
1771,31183,Wheeler County,NE,0
1772,31185,York County,NE,0
1773,31999,Nebraska,NE,0
1774,3201,Churchill County,NV,0
1775,3203,Clark County,NV,9
1776,3205,Douglas County,NV,0
1777,3207,Elko County,NV,0
1778,3209,Esmeralda County,NV,0
1779,3211,Eureka County,NV,0
1780,3213,Humboldt County,NV,0
1781,3215,Lander County,NV,0
1782,3217,Lincoln County,NV,0
1783,3219,Lyon County,NV,1
1784,3221,Mineral County,NV,0
1785,3223,Nye County,NV,0
1786,3227,Pershing County,NV,0
1787,3229,Storey County,NV,0
1788,3231,Washoe County,NV,3
1789,3233,White Pine County,NV,0
1790,32510,Carson City,NV,0
1791,32999,Nevada,NV,1
1792,3301,Belknap County,NH,41
1793,3303,Carroll County,NH,73
1794,3305,Cheshire County,NH,38
1795,3307,Coos County,NH,5
1796,3309,Grafton County,NH,81
1797,3311,Hillsborough County,NH,395
1798,3313,Merrimack County,NH,190
1799,3315,Rockingham County,NH,351
1800,3317,Strafford County,NH,170
1801,3319,Sullivan County,NH,33
1802,33999,New Hampshire,NH,51
1803,3401,Atlantic County,NJ,75
1804,3403,Bergen County,NJ,232
1805,3405,Burlington County,NJ,186
1806,3407,Camden County,NJ,157
1807,3409,Cape May County,NJ,31
1808,3411,Cumberland County,NJ,81
1809,3413,Essex County,NJ,167
1810,3415,Gloucester County,NJ,109
1811,3417,Hudson County,NJ,26
1812,3419,Hunterdon County,NJ,335
1813,3421,Mercer County,NJ,165
1814,3423,Middlesex County,NJ,154
1815,3425,Monmouth County,NJ,506
1816,3427,Morris County,NJ,472
1817,3429,Ocean County,NJ,290
1818,3431,Passaic County,NJ,149
1819,3433,Salem County,NJ,58
1820,3435,Somerset County,NJ,225
1821,3437,Sussex County,NJ,246
1822,3439,Union County,NJ,92
1823,3441,Warren County,NJ,244
1824,34999,New Jersey,NJ,0
1825,3501,Bernalillo County,NM,0
1826,3503,Catron County,NM,0
1827,3505,Chaves County,NM,0
1828,3506,Cibola County,NM,0
1829,3507,Colfax County,NM,0
1830,3509,Curry County,NM,1
1831,3511,De Baca County,NM,0
1832,3513,Doña Ana County,NM,0
1833,3515,Eddy County,NM,0
1834,3517,Grant County,NM,0
1835,3519,Guadalupe County,NM,0
1836,3521,Harding County,NM,0
1837,3523,Hidalgo County,NM,0
1838,3525,Lea County,NM,1
1839,3527,Lincoln County,NM,0
1840,3528,Los Alamos County,NM,0
1841,3529,Luna County,NM,0
1842,3531,McKinley County,NM,0
1843,3533,Mora County,NM,0
1844,3535,Otero County,NM,0
1845,3537,Quay County,NM,0
1846,3539,Rio Arriba County,NM,0
1847,3541,Roosevelt County,NM,0
1848,3543,Sandoval County,NM,0
1849,3545,San Juan County,NM,0
1850,3547,San Miguel County,NM,0
1851,3549,Santa Fe County,NM,0
1852,3551,Sierra County,NM,0
1853,3553,Socorro County,NM,0
1854,3555,Taos County,NM,0
1855,3557,Torrance County,NM,0
1856,3559,Union County,NM,0
1857,3561,Valencia County,NM,0
1858,35999,New Mexico,NM,0
1859,3601,Albany County,NY,116
1860,3603,Allegany County,NY,5
1861,3605,Bronx County,NY,34
1862,3607,Broome County,NY,56
1863,3609,Cattaraugus County,NY,17
1864,3611,Cayuga County,NY,7
1865,3613,Chautauqua County,NY,9
1866,3615,Chemung County,NY,21
1867,3617,Chenango County,NY,83
1868,3619,Clinton County,NY,42
1869,3621,Columbia County,NY,129
1870,3623,Cortland County,NY,22
1871,3625,Delaware County,NY,38
1872,3627,Dutchess County,NY,292
1873,3629,Erie County,NY,66
1874,3631,Essex County,NY,17
1875,3633,Franklin County,NY,23
1876,3635,Fulton County,NY,29
1877,3637,Genesee County,NY,6
1878,3639,Greene County,NY,69
1879,3641,Hamilton County,NY,1
1880,3643,Herkimer County,NY,31
1881,3645,Jefferson County,NY,14
1882,3647,Kings County,NY,281
1883,3649,Lewis County,NY,14
1884,3651,Livingston County,NY,13
1885,3653,Madison County,NY,57
1886,3655,Monroe County,NY,45
1887,3657,Montgomery County,NY,49
1888,3659,Nassau County,NY,31
1889,3661,New York County,NY,264
1890,3663,Niagara County,NY,2
1891,3665,Oneida County,NY,24
1892,3667,Onondaga County,NY,71
1893,3669,Ontario County,NY,34
1894,3671,Orange County,NY,145
1895,3673,Orleans County,NY,5
1896,3675,Oswego County,NY,34
1897,3677,Otsego County,NY,45
1898,3679,Putnam County,NY,168
1899,3681,Queens County,NY,85
1900,3683,Rensselaer County,NY,107
1901,3685,Richmond County,NY,88
1902,3687,Rockland County,NY,48
1903,3689,St. Lawrence County,NY,33
1904,3691,Saratoga County,NY,77
1905,3693,Schenectady County,NY,19
1906,3695,Schoharie County,NY,73
1907,3697,Schuyler County,NY,24
1908,3699,Seneca County,NY,12
1909,36101,Steuben County,NY,74
1910,36103,Suffolk County,NY,193
1911,36105,Sullivan County,NY,14
1912,36107,Tioga County,NY,19
1913,36109,Tompkins County,NY,58
1914,36111,Ulster County,NY,116
1915,36113,Warren County,NY,11
1916,36115,Washington County,NY,17
1917,36117,Wayne County,NY,15
1918,36119,Westchester County,NY,113
1919,36121,Wyoming County,NY,1
1920,36123,Yates County,NY,32
1921,36999,New York,NY,0
1922,3701,Alamance County,NC,1
1923,3703,Alexander County,NC,1
1924,3705,Alleghany County,NC,20
1925,3707,Anson County,NC,0
1926,3709,Ashe County,NC,15
1927,3711,Avery County,NC,0
1928,3713,Beaufort County,NC,0
1929,3715,Bertie County,NC,0
1930,3717,Bladen County,NC,0
1931,3719,Brunswick County,NC,4
1932,3721,Buncombe County,NC,18
1933,3723,Burke County,NC,0
1934,3725,Cabarrus County,NC,1
1935,3727,Caldwell County,NC,1
1936,3729,Camden County,NC,0
1937,3731,Carteret County,NC,6
1938,3733,Caswell County,NC,0
1939,3735,Catawba County,NC,0
1940,3737,Chatham County,NC,1
1941,3739,Cherokee County,NC,0
1942,3741,Chowan County,NC,0
1943,3743,Clay County,NC,0
1944,3745,Cleveland County,NC,1
1945,3747,Columbus County,NC,0
1946,3749,Craven County,NC,2
1947,3751,Cumberland County,NC,13
1948,3753,Currituck County,NC,0
1949,3755,Dare County,NC,3
1950,3757,Davidson County,NC,1
1951,3759,Davie County,NC,0
1952,3761,Duplin County,NC,1
1953,3763,Durham County,NC,3
1954,3765,Edgecombe County,NC,1
1955,3767,Forsyth County,NC,7
1956,3769,Franklin County,NC,1
1957,3771,Gaston County,NC,1
1958,3773,Gates County,NC,0
1959,3775,Graham County,NC,0
1960,3777,Granville County,NC,1
1961,3779,Greene County,NC,0
1962,3781,Guilford County,NC,2
1963,3783,Halifax County,NC,0
1964,3785,Harnett County,NC,4
1965,3787,Haywood County,NC,1
1966,3789,Henderson County,NC,0
1967,3791,Hertford County,NC,0
1968,3793,Hoke County,NC,0
1969,3795,Hyde County,NC,1
1970,3797,Iredell County,NC,3
1971,3799,Jackson County,NC,0
1972,37101,Johnston County,NC,2
1973,37103,Jones County,NC,0
1974,37105,Lee County,NC,1
1975,37107,Lenoir County,NC,0
1976,37109,Lincoln County,NC,1
1977,37111,McDowell County,NC,0
1978,37113,Macon County,NC,0
1979,37115,Madison County,NC,3
1980,37117,Martin County,NC,0
1981,37119,Mecklenburg County,NC,7
1982,37121,Mitchell County,NC,2
1983,37123,Montgomery County,NC,0
1984,37125,Moore County,NC,2
1985,37127,Nash County,NC,2
1986,37129,New Hanover County,NC,3
1987,37131,Northampton County,NC,1
1988,37133,Onslow County,NC,5
1989,37135,Orange County,NC,4
1990,37137,Pamlico County,NC,1
1991,37139,Pasquotank County,NC,0
1992,37141,Pender County,NC,1
1993,37143,Perquimans County,NC,0
1994,37145,Person County,NC,1
1995,37147,Pitt County,NC,2
1996,37149,Polk County,NC,0
1997,37151,Randolph County,NC,1
1998,37153,Richmond County,NC,0
1999,37155,Robeson County,NC,0
2000,37157,Rockingham County,NC,2
2001,37159,Rowan County,NC,3
2002,37161,Rutherford County,NC,1
2003,37163,Sampson County,NC,2
2004,37165,Scotland County,NC,0
2005,37167,Stanly County,NC,0
2006,37169,Stokes County,NC,4
2007,37171,Surry County,NC,5
2008,37173,Swain County,NC,0
2009,37175,Transylvania County,NC,0
2010,37177,Tyrrell County,NC,0
2011,37179,Union County,NC,3
2012,37181,Vance County,NC,0
2013,37183,Wake County,NC,25
2014,37185,Warren County,NC,0
2015,37187,Washington County,NC,0
2016,37189,Watauga County,NC,7
2017,37191,Wayne County,NC,0
2018,37193,Wilkes County,NC,2
2019,37195,Wilson County,NC,1
2020,37197,Yadkin County,NC,2
2021,37199,Yancey County,NC,2
2022,37999,North Carolina,NC,0
2023,3801,Adams County,ND,0
2024,3803,Barnes County,ND,0
2025,3805,Benson County,ND,0
2026,3807,Billings County,ND,0
2027,3809,Bottineau County,ND,1
2028,3811,Bowman County,ND,0
2029,3813,Burke County,ND,0
2030,3815,Burleigh County,ND,4
2031,3817,Cass County,ND,16
2032,3819,Cavalier County,ND,0
2033,3821,Dickey County,ND,0
2034,3823,Divide County,ND,0
2035,3825,Dunn County,ND,0
2036,3827,Eddy County,ND,0
2037,3829,Emmons County,ND,0
2038,3831,Foster County,ND,0
2039,3833,Golden Valley County,ND,0
2040,3835,Grand Forks County,ND,2
2041,3837,Grant County,ND,0
2042,3839,Griggs County,ND,0
2043,3841,Hettinger County,ND,0
2044,3843,Kidder County,ND,0
2045,3845,LaMoure County,ND,0
2046,3847,Logan County,ND,0
2047,3849,McHenry County,ND,0
2048,3851,McIntosh County,ND,0
2049,3853,McKenzie County,ND,1
2050,3855,McLean County,ND,1
2051,3857,Mercer County,ND,0
2052,3859,Morton County,ND,2
2053,3861,Mountrail County,ND,0
2054,3863,Nelson County,ND,0
2055,3865,Oliver County,ND,0
2056,3867,Pembina County,ND,1
2057,3869,Pierce County,ND,0
2058,3871,Ramsey County,ND,0
2059,3873,Ransom County,ND,0
2060,3875,Renville County,ND,0
2061,3877,Richland County,ND,0
2062,3879,Rolette County,ND,0
2063,3881,Sargent County,ND,0
2064,3883,Sheridan County,ND,0
2065,3885,Sioux County,ND,0
2066,3887,Slope County,ND,0
2067,3889,Stark County,ND,1
2068,3891,Steele County,ND,0
2069,3893,Stutsman County,ND,1
2070,3895,Towner County,ND,0
2071,3897,Traill County,ND,0
2072,3899,Walsh County,ND,0
2073,38101,Ward County,ND,2
2074,38103,Wells County,ND,0
2075,38105,Williams County,ND,1
2076,38999,North Dakota,ND,0
2077,3901,Adams County,OH,0
2078,3903,Allen County,OH,0
2079,3905,Ashland County,OH,2
2080,3907,Ashtabula County,OH,1
2081,3909,Athens County,OH,0
2082,3911,Auglaize County,OH,0
2083,3913,Belmont County,OH,21
2084,3915,Brown County,OH,0
2085,3917,Butler County,OH,4
2086,3919,Carroll County,OH,5
2087,3921,Champaign County,OH,0
2088,3923,Clark County,OH,2
2089,3925,Clermont County,OH,1
2090,3927,Clinton County,OH,0
2091,3929,Columbiana County,OH,16
2092,3931,Coshocton County,OH,7
2093,3933,Crawford County,OH,0
2094,3935,Cuyahoga County,OH,25
2095,3937,Darke County,OH,0
2096,3939,Defiance County,OH,0
2097,3941,Delaware County,OH,8
2098,3943,Erie County,OH,1
2099,3945,Fairfield County,OH,2
2100,3947,Fayette County,OH,0
2101,3949,Franklin County,OH,15
2102,3951,Fulton County,OH,0
2103,3953,Gallia County,OH,0
2104,3955,Geauga County,OH,4
2105,3957,Greene County,OH,1
2106,3959,Guernsey County,OH,11
2107,3961,Hamilton County,OH,6
2108,3963,Hancock County,OH,1
2109,3965,Hardin County,OH,0
2110,3967,Harrison County,OH,8
2111,3969,Henry County,OH,0
2112,3971,Highland County,OH,0
2113,3973,Hocking County,OH,0
2114,3975,Holmes County,OH,2
2115,3977,Huron County,OH,4
2116,3979,Jackson County,OH,3
2117,3981,Jefferson County,OH,24
2118,3983,Knox County,OH,7
2119,3985,Lake County,OH,3
2120,3987,Lawrence County,OH,2
2121,3989,Licking County,OH,6
2122,3991,Logan County,OH,0
2123,3993,Lorain County,OH,1
2124,3995,Lucas County,OH,4
2125,3997,Madison County,OH,0
2126,3999,Mahoning County,OH,2
2127,39101,Marion County,OH,0
2128,39103,Medina County,OH,7
2129,39105,Meigs County,OH,0
2130,39107,Mercer County,OH,0
2131,39109,Miami County,OH,1
2132,39111,Monroe County,OH,0
2133,39113,Montgomery County,OH,5
2134,39115,Morgan County,OH,0
2135,39117,Morrow County,OH,0
2136,39119,Muskingum County,OH,8
2137,39121,Noble County,OH,0
2138,39123,Ottawa County,OH,2
2139,39125,Paulding County,OH,0
2140,39127,Perry County,OH,0
2141,39129,Pickaway County,OH,1
2142,39131,Pike County,OH,0
2143,39133,Portage County,OH,8
2144,39135,Preble County,OH,0
2145,39137,Putnam County,OH,1
2146,39139,Richland County,OH,0
2147,39141,Ross County,OH,3
2148,39143,Sandusky County,OH,0
2149,39145,Scioto County,OH,2
2150,39147,Seneca County,OH,1
2151,39149,Shelby County,OH,0
2152,39151,Stark County,OH,13
2153,39153,Summit County,OH,10
2154,39155,Trumbull County,OH,6
2155,39157,Tuscarawas County,OH,17
2156,39159,Union County,OH,0
2157,39161,Van Wert County,OH,0
2158,39163,Vinton County,OH,1
2159,39165,Warren County,OH,0
2160,39167,Washington County,OH,2
2161,39169,Wayne County,OH,5
2162,39171,Williams County,OH,0
2163,39173,Wood County,OH,1
2164,39175,Wyandot County,OH,0
2165,39999,Ohio,OH,0
2166,4001,Adair County,OK,0
2167,4003,Alfalfa County,OK,0
2168,4005,Atoka County,OK,0
2169,4007,Beaver County,OK,0
2170,4009,Beckham County,OK,0
2171,4011,Blaine County,OK,0
2172,4013,Bryan County,OK,0
2173,4015,Caddo County,OK,0
2174,4017,Canadian County,OK,0
2175,4019,Carter County,OK,0
2176,4021,Cherokee County,OK,0
2177,4023,Choctaw County,OK,0
2178,4025,Cimarron County,OK,0
2179,4027,Cleveland County,OK,0
2180,4029,Coal County,OK,0
2181,4031,Comanche County,OK,0
2182,4033,Cotton County,OK,0
2183,4035,Craig County,OK,0
2184,4037,Creek County,OK,0
2185,4039,Custer County,OK,0
2186,4041,Delaware County,OK,0
2187,4043,Dewey County,OK,0
2188,4045,Ellis County,OK,0
2189,4047,Garfield County,OK,0
2190,4049,Garvin County,OK,0
2191,4051,Grady County,OK,0
2192,4053,Grant County,OK,0
2193,4055,Greer County,OK,0
2194,4057,Harmon County,OK,0
2195,4059,Harper County,OK,0
2196,4061,Haskell County,OK,0
2197,4063,Hughes County,OK,0
2198,4065,Jackson County,OK,0
2199,4067,Jefferson County,OK,0
2200,4069,Johnston County,OK,0
2201,4071,Kay County,OK,0
2202,4073,Kingfisher County,OK,0
2203,4075,Kiowa County,OK,0
2204,4077,Latimer County,OK,0
2205,4079,Le Flore County,OK,0
2206,4081,Lincoln County,OK,0
2207,4083,Logan County,OK,0
2208,4085,Love County,OK,0
2209,4087,McClain County,OK,0
2210,4089,McCurtain County,OK,0
2211,4091,McIntosh County,OK,0
2212,4093,Major County,OK,0
2213,4095,Marshall County,OK,0
2214,4097,Mayes County,OK,0
2215,4099,Murray County,OK,0
2216,40101,Muskogee County,OK,0
2217,40103,Noble County,OK,0
2218,40105,Nowata County,OK,0
2219,40107,Okfuskee County,OK,0
2220,40109,Oklahoma County,OK,0
2221,40111,Okmulgee County,OK,0
2222,40113,Osage County,OK,0
2223,40115,Ottawa County,OK,0
2224,40117,Pawnee County,OK,0
2225,40119,Payne County,OK,0
2226,40121,Pittsburg County,OK,0
2227,40123,Pontotoc County,OK,0
2228,40125,Pottawatomie County,OK,0
2229,40127,Pushmataha County,OK,0
2230,40129,Roger Mills County,OK,0
2231,40131,Rogers County,OK,0
2232,40133,Seminole County,OK,0
2233,40135,Sequoyah County,OK,0
2234,40137,Stephens County,OK,0
2235,40139,Texas County,OK,0
2236,40141,Tillman County,OK,0
2237,40143,Tulsa County,OK,0
2238,40145,Wagoner County,OK,0
2239,40147,Washington County,OK,0
2240,40149,Washita County,OK,0
2241,40151,Woods County,OK,0
2242,40153,Woodward County,OK,0
2243,40999,Oklahoma,OK,0
2244,4101,Baker County,OR,1
2245,4103,Benton County,OR,3
2246,4105,Clackamas County,OR,10
2247,4107,Clatsop County,OR,0
2248,4109,Columbia County,OR,2
2249,4111,Coos County,OR,2
2250,4113,Crook County,OR,0
2251,4115,Curry County,OR,0
2252,4117,Deschutes County,OR,4
2253,4119,Douglas County,OR,4
2254,4121,Gilliam County,OR,0
2255,4123,Grant County,OR,0
2256,4125,Harney County,OR,0
2257,4127,Hood River County,OR,0
2258,4129,Jackson County,OR,9
2259,4131,Jefferson County,OR,0
2260,4133,Josephine County,OR,7
2261,4135,Klamath County,OR,4
2262,4137,Lake County,OR,0
2263,4139,Lane County,OR,3
2264,4141,Lincoln County,OR,1
2265,4143,Linn County,OR,0
2266,4145,Malheur County,OR,0
2267,4147,Marion County,OR,2
2268,4149,Morrow County,OR,0
2269,4151,Multnomah County,OR,11
2270,4153,Polk County,OR,0
2271,4155,Sherman County,OR,0
2272,4157,Tillamook County,OR,0
2273,4159,Umatilla County,OR,0
2274,4161,Union County,OR,0
2275,4163,Wallowa County,OR,0
2276,4165,Wasco County,OR,1
2277,4167,Washington County,OR,5
2278,4169,Wheeler County,OR,0
2279,4171,Yamhill County,OR,1
2280,41999,Oregon,OR,0
2281,4201,Adams County,PA,137
2282,4203,Allegheny County,PA,404
2283,4205,Armstrong County,PA,216
2284,4207,Beaver County,PA,254
2285,4209,Bedford County,PA,133
2286,4211,Berks County,PA,279
2287,4213,Blair County,PA,118
2288,4215,Bradford County,PA,161
2289,4217,Bucks County,PA,398
2290,4219,Butler County,PA,624
2291,4221,Cambria County,PA,137
2292,4223,Cameron County,PA,15
2293,4225,Carbon County,PA,55
2294,4227,Centre County,PA,195
2295,4229,Chester County,PA,678
2296,4231,Clarion County,PA,187
2297,4233,Clearfield County,PA,221
2298,4235,Clinton County,PA,20
2299,4237,Columbia County,PA,41
2300,4239,Crawford County,PA,126
2301,4241,Cumberland County,PA,177
2302,4243,Dauphin County,PA,189
2303,4245,Delaware County,PA,156
2304,4247,Elk County,PA,67
2305,4249,Erie County,PA,111
2306,4251,Fayette County,PA,103
2307,4253,Forest County,PA,16
2308,4255,Franklin County,PA,48
2309,4257,Fulton County,PA,25
2310,4259,Greene County,PA,31
2311,4261,Huntingdon County,PA,67
2312,4263,Indiana County,PA,201
2313,4265,Jefferson County,PA,212
2314,4267,Juniata County,PA,18
2315,4269,Lackawanna County,PA,125
2316,4271,Lancaster County,PA,309
2317,4273,Lawrence County,PA,112
2318,4275,Lebanon County,PA,92
2319,4277,Lehigh County,PA,209
2320,4279,Luzerne County,PA,181
2321,4281,Lycoming County,PA,88
2322,4283,McKean County,PA,83
2323,4285,Mercer County,PA,75
2324,4287,Mifflin County,PA,59
2325,4289,Monroe County,PA,105
2326,4291,Montgomery County,PA,463
2327,4293,Montour County,PA,10
2328,4295,Northampton County,PA,88
2329,4297,Northumberland County,PA,60
2330,4299,Perry County,PA,110
2331,42101,Philadelphia County,PA,190
2332,42103,Pike County,PA,59
2333,42105,Potter County,PA,49
2334,42107,Schuylkill County,PA,140
2335,42109,Snyder County,PA,35
2336,42111,Somerset County,PA,58
2337,42113,Sullivan County,PA,12
2338,42115,Susquehanna County,PA,74
2339,42117,Tioga County,PA,61
2340,42119,Union County,PA,48
2341,42121,Venango County,PA,153
2342,42123,Warren County,PA,53
2343,42125,Washington County,PA,207
2344,42127,Wayne County,PA,86
2345,42129,Westmoreland County,PA,496
2346,42131,Wyoming County,PA,50
2347,42133,York County,PA,448
2348,42999,Pennsylvania,PA,0
2349,4401,Bristol County,RI,86
2350,4403,Kent County,RI,161
2351,4405,Newport County,RI,143
2352,4407,Providence County,RI,441
2353,4409,Washington County,RI,280
2354,44999,Rhode Island,RI,0
2355,4501,Abbeville County,SC,0
2356,4503,Aiken County,SC,1
2357,4505,Allendale County,SC,0
2358,4507,Anderson County,SC,0
2359,4509,Bamberg County,SC,0
2360,4511,Barnwell County,SC,0
2361,4513,Beaufort County,SC,1
2362,4515,Berkeley County,SC,0
2363,4517,Calhoun County,SC,0
2364,4519,Charleston County,SC,3
2365,4521,Cherokee County,SC,0
2366,4523,Chester County,SC,0
2367,4525,Chesterfield County,SC,0
2368,4527,Clarendon County,SC,0
2369,4529,Colleton County,SC,0
2370,4531,Darlington County,SC,0
2371,4533,Dillon County,SC,0
2372,4535,Dorchester County,SC,2
2373,4537,Edgefield County,SC,0
2374,4539,Fairfield County,SC,0
2375,4541,Florence County,SC,3
2376,4543,Georgetown County,SC,1
2377,4545,Greenville County,SC,0
2378,4547,Greenwood County,SC,1
2379,4549,Hampton County,SC,0
2380,4551,Horry County,SC,10
2381,4553,Jasper County,SC,0
2382,4555,Kershaw County,SC,0
2383,4557,Lancaster County,SC,0
2384,4559,Laurens County,SC,0
2385,4561,Lee County,SC,0
2386,4563,Lexington County,SC,5
2387,4565,McCormick County,SC,0
2388,4567,Marion County,SC,0
2389,4569,Marlboro County,SC,0
2390,4571,Newberry County,SC,0
2391,4573,Oconee County,SC,0
2392,4575,Orangeburg County,SC,0
2393,4577,Pickens County,SC,0
2394,4579,Richland County,SC,5
2395,4581,Saluda County,SC,0
2396,4583,Spartanburg County,SC,3
2397,4585,Sumter County,SC,1
2398,4587,Union County,SC,0
2399,4589,Williamsburg County,SC,0
2400,4591,York County,SC,3
2401,45999,South Carolina,SC,0
2402,4603,Aurora County,SD,0
2403,4605,Beadle County,SD,0
2404,4607,Bennett County,SD,0
2405,4609,Bon Homme County,SD,0
2406,4611,Brookings County,SD,2
2407,4613,Brown County,SD,0
2408,4615,Brule County,SD,1
2409,4617,Buffalo County,SD,0
2410,4619,Butte County,SD,0
2411,4621,Campbell County,SD,0
2412,4623,Charles Mix County,SD,0
2413,4625,Clark County,SD,0
2414,4627,Clay County,SD,0
2415,4629,Codington County,SD,0
2416,4631,Corson County,SD,0
2417,4633,Custer County,SD,1
2418,4635,Davison County,SD,0
2419,4637,Day County,SD,0
2420,4639,Deuel County,SD,0
2421,4641,Dewey County,SD,0
2422,4643,Douglas County,SD,0
2423,4645,Edmunds County,SD,0
2424,4647,Fall River County,SD,0
2425,4649,Faulk County,SD,0
2426,4651,Grant County,SD,0
2427,4653,Gregory County,SD,0
2428,4655,Haakon County,SD,0
2429,4657,Hamlin County,SD,0
2430,4659,Hand County,SD,0
2431,4661,Hanson County,SD,0
2432,4663,Harding County,SD,0
2433,4665,Hughes County,SD,1
2434,4667,Hutchinson County,SD,0
2435,4669,Hyde County,SD,0
2436,4671,Jackson County,SD,0
2437,4673,Jerauld County,SD,0
2438,4675,Jones County,SD,0
2439,4677,Kingsbury County,SD,0
2440,4679,Lake County,SD,0
2441,4681,Lawrence County,SD,0
2442,4683,Lincoln County,SD,1
2443,4685,Lyman County,SD,0
2444,4687,McCook County,SD,0
2445,4689,McPherson County,SD,0
2446,4691,Marshall County,SD,0
2447,4693,Meade County,SD,0
2448,4695,Mellette County,SD,0
2449,4697,Miner County,SD,0
2450,4699,Minnehaha County,SD,1
2451,46101,Moody County,SD,0
2452,46102,Oglala Lakota County,SD,0
2453,46103,Pennington County,SD,0
2454,46105,Perkins County,SD,0
2455,46107,Potter County,SD,0
2456,46109,Roberts County,SD,0
2457,46111,Sanborn County,SD,0
2458,46115,Spink County,SD,0
2459,46117,Stanley County,SD,0
2460,46119,Sully County,SD,0
2461,46121,Todd County,SD,0
2462,46123,Tripp County,SD,0
2463,46125,Turner County,SD,0
2464,46127,Union County,SD,0
2465,46129,Walworth County,SD,0
2466,46135,Yankton County,SD,0
2467,46137,Ziebach County,SD,0
2468,46999,South Dakota,SD,0
2469,4701,Anderson County,TN,0
2470,4703,Bedford County,TN,0
2471,4705,Benton County,TN,0
2472,4707,Bledsoe County,TN,0
2473,4709,Blount County,TN,0
2474,4711,Bradley County,TN,0
2475,4713,Campbell County,TN,0
2476,4715,Cannon County,TN,0
2477,4717,Carroll County,TN,0
2478,4719,Carter County,TN,1
2479,4721,Cheatham County,TN,0
2480,4723,Chester County,TN,0
2481,4725,Claiborne County,TN,0
2482,4727,Clay County,TN,0
2483,4729,Cocke County,TN,0
2484,4731,Coffee County,TN,0
2485,4733,Crockett County,TN,0
2486,4735,Cumberland County,TN,0
2487,4737,Davidson County,TN,0
2488,4739,Decatur County,TN,0
2489,4741,DeKalb County,TN,0
2490,4743,Dickson County,TN,0
2491,4745,Dyer County,TN,0
2492,4747,Fayette County,TN,0
